,category,message
49,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
50,ham,Ãœ predict wat time Ã¼'ll finish buying?
51,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
52,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
53,ham,I'm home.
54,ham,First answer my question.
55,ham,He is there. You call and meet him
56,ham,"K, text me when you're on the way"
57,ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
58,ham,Yes see ya not on the dot
59,ham,K..i deleted my contact that why?
60,ham,The wine is flowing and i'm i have nevering..
61,ham,Ok... Ur typical reply...
62,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
63,ham,I'm leaving my house now...
64,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
65,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
66,ham,Great escape. I fancy the bridge but needs her lager. See you tomo 
67,ham,"Sir, I need AXIS BANK account no and bank address."
68,ham,What time you coming down later? 
69,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
70,ham,U still going to the mall?
71,ham,Text her. If she doesnt reply let me know so i can have her log in
72,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
73,ham,ok. I am a gentleman and will treat you with dignity and respect.
74,ham,Going on nothing great.bye
75,ham,"Haha awesome, be there in a minute"
76,ham,Have you got Xmas radio times. If not i will get it now
77,ham,Hi :)finally i completed the course:)
78,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
79,ham,Did u got that persons story
80,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
81,ham,I sent you  &lt;#&gt;  bucks
82,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
83,ham,U call me alter at 11 ok.
84,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
85,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill
86,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
87,ham,K:)k:)good:)study well.
88,ham,Sounds great! Are you home now?
89,ham,Tired. I haven't slept well the past few nights.
90,ham,I have to take exam with march 3
91,ham,Ok no prob. Take ur time.
92,ham,"Sorry, I'll call later"
93,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
94,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
95,ham,"Sorry battery died, yeah I'm here"
96,ham,Or ill be a little closer like at the bus stop on the same street
97,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
98,ham,Tomarrow final hearing on my laptop case so i cant.
99,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
100,ham,U don't remember that old commercial?
101,ham,I asked you to call him now ok
102,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
103,ham,Ranjith cal drpd Deeraj and deepak 5min hold
104,ham,What you doing?how are you?
105,ham,"I'm back, lemme know when you're ready"
106,ham,Mmm so yummy babe ... Nice jolt to the suzy
107,ham,Yup
108,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
109,ham,Why you Dint come with us.
110,ham,"Not sure yet, still trying to get a hold of him"
111,ham,The evo. I just had to download flash. Jealous?
112,ham,"Come to mu, we're sorting out our narcotics situation"
113,ham,No objection. My bf not coming.
114,ham,Tell rob to mack his gf in the theater
115,ham,Just sent it. So what type of food do you like?
116,ham,You got called a tool?
117,ham,Ok. I asked for money how far
118,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
119,ham,Ok..
120,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
121,ham,Hey you told your name to gautham ah?
122,ham,Oops. 4 got that bit.
123,ham,I accidentally deleted the message. Resend please.
124,ham,Unless it's a situation where YOU GO GURL would be more appropriate
125,ham,I cant pick the phone right now. Pls send a message
126,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
127,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
128,ham,Jos ask if u wana meet up?
129,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
130,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
131,ham,You made my day. Do have a great day too.
132,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
133,ham,"Merry Christmas to you too babe, i love ya *kisses*"
134,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
135,ham,No problem. How are you doing?
136,ham,Hi da:)how is the todays class?
137,ham,"Cool, text me when you're parked"
138,ham,K.k:)apo k.good movie.
139,ham,Cool. So how come you havent been wined and dined before?
140,ham,"Sorry, I'll call later"
141,ham,Ok that's great thanx a lot.
142,ham,Where u been hiding stranger?
143,ham,My sister cleared two round in birla soft yesterday.
144,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
145,ham,"Nah can't help you there, I've never had an iphone"
146,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
147,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
148,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
149,ham,Ha ha cool cool chikku chikku:-):-DB-)
150,ham,Check audrey's status right now
151,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
152,ham,Wat uniform? In where get?
153,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
154,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
155,ham,You could have seen me..i did't recognise you Face.:)
156,ham,Keep my payasam there if rinu brings
157,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
158,ham,Hey leave it. not a big deal:-) take care.
159,ham,Customer place i will call you.
160,ham,Huh so late... Fr dinner?
161,ham,Morning only i can ok.
162,ham,Pick you up bout 7.30ish? What time are  and that going?
163,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
164,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
165,ham,The hair cream has not been shipped.
166,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
167,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?
168,ham,Headin towards busetop
169,ham,Come by our room at some point so we can iron out the plan for this weekend
170,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
171,ham,Alright i have a new goal now
172,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
173,ham,Yes:)from last week itself i'm taking live call.
174,ham,Siva is in hostel aha:-.
175,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
176,ham,aathi..where are you dear..
177,ham,7 at esplanade.. Do Ã¼ mind giving me a lift cos i got no car today..
178,ham,At home watching tv lor.
179,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
180,ham,"Ask g or iouri, I've told the story like ten times already"
181,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
182,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
183,ham,Oic... I saw him too but i tot he din c me... I found a group liao...
184,ham,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"""
185,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
186,ham,LOL ... Have you made plans for new years?
187,ham,hanks lotsly!
188,ham,K:)k:)what are detail you want to transfer?acc no enough?
189,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂ’T LIKE ME LIKE THAT SO DONÂ’T WORRY."
190,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
191,ham,Where did u go? My phone is gonna die you have to stay in here
192,ham,Ok i am on the way to railway
193,ham,They don't put that stuff on the roads to keep it from getting slippery over there?
194,ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
195,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
196,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
197,ham,Love you aathi..love u lot..
198,ham,"K, can I pick up another 8th when you're done?"
199,ham,"Almost there, see u in a sec"
200,ham,Watching tv lor...
201,ham,You should change your fb to jaykwon thuglyfe falconerf
202,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
203,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
204,ham,"Sorry,in meeting I'll call later"
205,ham,Are you free now?can i call now?
206,ham,Nope... Think i will go for it on monday... Sorry i replied so late
207,ham,"Kate jackson rec center before 7ish, right?"
208,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
209,ham,Check with nuerologist.
210,ham,"Maybe westshore or hyde park village, the place near my house?"
211,ham,What's the significance?
212,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
213,ham,Lol ok your forgiven :)
214,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
215,ham,But that's on ebay it might be less elsewhere.
216,ham,Were gonna go get some tacos
217,ham,Gudnite....tc...practice going on
218,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
219,ham,"Probably gonna be here for a while, see you later tonight &lt;)"
220,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
221,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
222,ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
223,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
224,ham,Wait  &lt;#&gt;  min..
225,ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
226,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
227,ham,Iâ€˜ll have a look at the frying pan in case itâ€˜s cheap or a book perhaps. No thatâ€˜s silly a frying pan isnâ€˜t likely to be a book
228,ham,Having lunch:)you are not in online?why?
229,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
230,ham,Hi msg me:)i'm in office..
231,ham,Geeeee ... I love you so much I can barely stand it
232,ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
233,ham,Oooh bed ridden ey? What are YOU thinking of?
234,ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
235,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
236,ham,Can you open the door?
237,ham,Nope i waiting in sch 4 daddy... 
238,ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
239,ham,Huh so early.. Then Ã¼ having dinner outside izzit?
240,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
241,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
242,ham,Ya srsly better than yi tho
243,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
244,ham,Gud mrng dear have a nice day
245,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
246,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
247,ham,Speaking of does he have any cash yet?
248,ham,Meet after lunch la...
249,ham,Neva mind it's ok..
250,ham,I have many dependents
251,ham,I called and said all to him:)then he have to choose this future.
252,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
253,ham,I come n pick Ã¼ up... Come out immediately aft ur lesson...
254,ham,Dear we got  &lt;#&gt;  dollars hi hi
255,ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
256,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
257,ham,How many licks does it take to get to the center of a tootsie pop?
258,ham,Please dont say like that. Hi hi hi
259,ham,Oh that was a forwarded message. I thought you send that to me
260,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
261,ham,"What will we do in the shower, baby?"
262,ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
263,ham,Probably gonna swing by in a wee bit
264,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weâ€˜re in bâ€˜ham. Have a jolly good rest of week
265,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
266,ham,No prob. I will send to your email.
267,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
268,ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
269,ham,Did u got that persons story
270,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
271,ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
272,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
273,ham,Sorry me going home first... Daddy come fetch Ã¼ later...
274,ham,Yes baby! We can study all the positions of the kama sutra ;)
275,ham,Carlos'll be here in a minute if you still need to buy
276,ham,Have a good evening! Ttyl
277,ham,Ho ho - big belly laugh! See ya tomo
278,ham,"I've got  &lt;#&gt; , any way I could pick up?"
279,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
280,ham,Cause I'm not freaky lol
281,ham,What is this 'hex' place you talk of? Explain!
282,ham,Is xy going 4 e lunch?
283,ham,I wanted to ask Ã¼ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
284,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
285,ham,Thanks love. But am i doing torch or bold.
286,ham,Was the farm open?
287,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
288,ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
289,ham,"Aight, you close by or still down around alex's place?"
290,ham,Mum ask Ã¼ to buy food home...
291,ham,How much r Ã¼ willing to pay?
292,ham,What is important is that you prevent dehydration by giving her enough fluids
293,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
294,ham,So when do you wanna gym harri
295,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
296,ham,He also knows about lunch menu only da. . I know
297,ham,Oh is it? Send me the address
298,ham,That is wondar full flim.
299,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
300,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
301,ham,Exactly. Anyways how far. Is jide her to study or just visiting
302,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
303,ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
304,ham,Thanks for looking out for me. I really appreciate.
305,ham,Wish i were with you now!
306,ham,Yes i will be there. Glad you made it.
307,ham,Just got up. have to be out of the room very soon. â€¦. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
308,ham,Men like shorter ladies. Gaze up into his eyes.
309,ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
310,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
311,ham,Dont gimme that lip caveboy
312,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
313,ham,Cant think of anyone with * spare room off * top of my head
314,ham,U should have made an appointment
315,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
316,ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
317,ham,I cant pick the phone right now. Pls send a message
318,ham,Not getting anywhere with this damn job hunting over here!
319,ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
320,ham,Just sleeping..and surfing
321,ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
322,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
323,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
324,ham,Beerage?
325,ham,Dont think so. It turns off like randomlly within 5min of opening
326,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
327,ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
328,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÂ’S AL!!!!!!!!!
329,ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
330,ham,Ok i msg u b4 i leave my house.
331,ham,K I'll be there before 4.
332,ham,"sure, but make sure he knows we ain't smokin yet"
333,ham,I am taking half day leave bec i am not well
334,ham,S:)s.nervous  &lt;#&gt; :)
335,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
336,ham,Then why you not responding
337,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
338,ham,Have a good evening! Ttyl
339,ham,Hahaha..use your brain dear
340,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
341,ham,Surely result will offer:)
342,ham,I luv u soo much u donÂ’t understand how special u r 2 me ring u 2morrow luv u xxx
343,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
344,ham,K.k:)when are you going?
345,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
346,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
347,ham,U reach orchard already? U wan 2 go buy tickets first?
348,ham,No da if you run that it activate the full version da.
349,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
350,ham,Going to take your babe out ?
351,ham,Spoons it is then okay?
352,ham,In work now. Going have in few min.
353,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
354,ham,Dude ive been seeing a lotta corvettes lately
355,ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
356,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
357,ham,I'll text you when I drop x off
358,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
359,ham,Are you in castor? You need to see something
360,ham,I love to give massages. I use lots of baby oil... What is your fave position?
361,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
362,ham,I like to talk pa but am not able to. I dont know y.
363,ham,You unbelievable faglord
364,ham,Why do you ask princess?
