,category,message
1411,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
1412,ham,No need to buy lunch for me.. I eat maggi mee..
1413,ham,Ok lor...
1414,ham,Wife.how she knew the time of murder exactly
1415,ham,Howz that persons story
1416,ham,Its normally hot mail. Com you see!
1417,ham,U sick still can go shopping?
1418,ham,Nice.nice.how is it working?
1419,ham,Were trying to find a Chinese food place around here
1420,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
1421,ham,aathi..where are you dear..
1422,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
1423,ham,Wat time u finish ur lect today?
1424,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1425,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
1426,ham,how tall are you princess?
1427,ham,Haha... Hope Ã¼ can hear the receipt sound... Gd luck!
1428,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
1429,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
1430,ham,I want to be there so i can kiss you and feel you next to me
1431,spam,Adult 18 Content Your video will be with you shortly
1432,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
1433,ham,Smith waste da.i wanna gayle.
1434,ham,"Aight, tomorrow around  &lt;#&gt;  it is"
1435,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
1436,ham,See you there! 
1437,ham,Crucify is c not s. You should have told me earlier.
1438,ham,Fuck cedar key and fuck her (come over anyway tho)
1439,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
1440,spam,"Last Chance! Claim ur Â£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Sub. 16"
1441,ham,Hi Harish's rent has been transfred to ur Acnt.
1442,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
1443,ham,No probs hon! How u doinat the mo?
1444,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
1445,ham,Shuhui has bought ron's present it's a swatch watch...
1446,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
1447,ham,K...k...yesterday i was in cbe .
1448,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
1449,ham,If you r @ home then come down within 5 min
1450,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
1451,ham,"Bill, as in: Are there any letters for me. iâ€™m expecting one from orange that isnâ€™t a bill but may still say orange on it."
1452,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
1453,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
1454,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
1455,ham,How do you guys go to see movies on your side.
1456,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
1457,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
1458,ham,What time should I tell my friend to be around?
1459,ham,Thanks chikku..:-) gud nyt:-*
1460,ham,"Thanx 4 the time weÂ’ve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
1461,ham,I've not sent it. He can send me.
1462,ham,Thts god's gift for birds as humans hav some natural gift frm god..
1463,ham,Im done. Just studyn in library
1464,ham,Anything...
1465,ham,Wat's my dear doing? Sleeping ah?
1466,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
1467,ham,Yup n her fren lor. I'm meeting my fren at 730.
1468,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
1469,ham,Hey i've booked the pilates and yoga lesson already... Haha
1470,spam,You have 1 new message. Please call 08712400200.
1471,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
1472,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
1473,ham,make that 3! 4 fucks sake?! x
1474,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
1475,ham,Where are you ? You said you would be here when I woke ... :-(
1476,ham,Tell me whos this pls:-)
1477,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
1478,ham,Yes there were many sweets
1479,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
1480,ham,Sir send to group mail check it.
1481,ham,"""NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT"""
1482,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
1483,ham,"Are you being good, baby? :)"
1484,ham,"Mostly sports type..lyk footbl,crckt.."
1485,ham,U should make a fb list
1486,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
1487,ham,"I'll text carlos and let you know, hang on"
1488,ham,I love u 2 my little pocy bell I am sorry but I love u
1489,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
1490,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
1491,ham,"Tonight? Yeah, I'd be down for that"
1492,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
1493,spam,Reply to win Â£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
1494,ham,Do you still have the grinder?
1495,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
1496,ham,K.i did't see you.:)k:)where are you now?
1497,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
1498,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
1499,ham,No b4 Thursday
1500,ham,Id onluy matters when getting on from offcampus
1501,ham,"Excellent, I'll see what riley's plans are"
1502,spam,"You've won tkts to the EURO2004 CUP FINAL or Â£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
1503,ham,Also hi wesley how've you been
1504,spam,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
1505,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
1506,ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
1507,ham,I might go 2 sch. Yar at e salon now v boring.
1508,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
1509,ham,I didn't get the second half of that message
1510,ham,I thank you so much for all you do with selflessness. I love you plenty.
1511,ham,How dare you change my ring
1512,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
1513,ham,I finished my lunch already. U wake up already?
1514,ham,You have got tallent but you are wasting.
1515,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
1516,ham,Jokin only lar... :-) depends on which phone my father can get lor...
1517,ham,Get ready for  &lt;#&gt;  inches of pleasure...
1518,ham,;-) ok. I feel like john lennon.
1519,ham,You are not bothering me but you have to trust my answers. Pls.
1520,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
1521,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
1522,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
1523,ham,So how's the weather over there?
1524,ham,Die... Now i have e toot fringe again...
1525,ham,Ok
1526,ham,Please leave this topic..sorry for telling that..
1527,ham,What happened to our yo date?
1528,ham,Webpage s not available!
1529,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
1530,ham,K..k...from tomorrow onwards started ah?
1531,ham,Fine. Do you remember me.
1532,ham,Ok. How many should i buy.
1533,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
1534,ham,Boy you best get yo ass out here quick
1535,ham,I'm now but have to wait till 2 for the bus to pick me.
1536,ham,Ok lor... But buy wat?
1537,ham,Don know. I did't msg him recently.
1538,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
1539,ham,Okay but i thought you were the expert
1540,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
1541,ham,"And very importantly, all we discuss is between u and i only."
1542,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
1543,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
1544,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
1545,ham,Am going to take bath ill place the key in window:-)
1546,ham,"Dear, take care. I am just reaching home.love u a lot."
1547,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
1548,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
1549,ham,This is all just creepy and crazy to me.
1550,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
1551,ham,Even if he my friend he is a priest call him now
1552,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
1553,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
1554,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
1555,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
1556,ham,Just haven't decided where yet eh ?
1557,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
1558,ham,Uncle Abbey! Happy New Year. Abiola
1559,ham,R u saying i should re order the slippers cos i had to pay for returning it.
1560,ham,Good evening! this is roger. How are you?
1561,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
1562,ham,My uncles in Atlanta. Wish you guys a great semester.
1563,ham,U coming 2 pick me?
1564,ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
1565,ham,Ok. But i finish at 6.
1566,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
1567,ham,Ok going to sleep. Hope i can meet her.
1568,ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
1569,ham,Wat r u doing now?
1570,spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
1571,ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
1572,ham,"Haha I heard that, text me when you're around"
1573,ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
1574,ham,"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDÂ’S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX."""
1575,ham,Yo! Howz u? girls never rang after india. L
1576,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
1577,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1578,ham,Long time. You remember me today.
1579,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
1580,ham,How much did ur hdd casing cost.
1581,ham,I can't describe how lucky you are that I'm actually awake by noon
1582,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
1583,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
1584,ham,Ugh hopefully the asus ppl dont randomly do a reformat.
1585,ham,"Mah b, I'll pick it up tomorrow"
1586,ham,Do u still have plumbers tape and a wrench we could borrow?
1587,ham,It vl bcum more difficult..
1588,ham,Havent still waitin as usual... Ãœ come back sch oredi?
1589,ham,K k :-):-) then watch some films.
1590,ham,There the size of elephant tablets & u shove um up ur ass!!
1591,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1592,ham,Good morning pookie pie! Lol hope I didn't wake u up
1593,ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
1594,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
1595,ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItÂ’s the least a unique person like u deserve. Sleep tight or morning
1596,ham,Is ur paper today in e morn or aft?
1597,ham,And you! Will expect you whenever you text! Hope all goes well tomo 
1598,ham,"I av a new number,  . Wil u only use this one,ta."
1599,ham,7 lor... Change 2 suntec... Wat time u coming?
1600,ham,Just curious because my cuz asked what I was up to
1601,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
1602,ham,She's good. How are you. Where r u working now
1603,ham,At home also.
1604,ham,Oops my phone died and I didn't even know. Yeah I like it better.
1605,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1606,ham,We got a divorce. Lol. She.s here
1607,ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
1608,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
1609,ham,Don know:)this week i'm going to tirunelvai da.
1610,ham,Its like that hotel dusk game i think. You solve puzzles in a area thing
1611,ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
1612,ham,Sorry da thangam.it's my mistake.
1613,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
1614,spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
1615,ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
1616,ham,Guess he wants alone time. We could just show up and watch when they do..
1617,ham,Yup Ã¼ not comin :-(
1618,ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
1619,ham,Good. No swimsuit allowed :)
1620,ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
1621,ham,Good Morning my Dear........... Have a great &amp; successful day.
1622,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
1623,ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
1624,ham,Also track down any lighters you can find
1625,ham,"Babe, I need your advice"
1626,ham,Come to medical college at 7pm ......forward it da
1627,ham,I can make lasagna for you... vodka...
1628,ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
1629,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
1630,ham,I'm always looking for an excuse to be in the city.
1631,ham,O shore are you takin the bus
1632,ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
1633,ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
1634,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
1635,ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
1636,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
1637,ham,Thanx a lot...
1638,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
1639,ham,What happened in interview?
1640,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
1641,ham,Hey you around? I've got enough for a half + the ten I owe you
1642,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
1643,ham,Not to worry. I'm sure you'll get it.
1644,spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
1645,ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
1646,ham,Dear good morning how you feeling dear
1647,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
1648,ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
1649,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
1650,ham,Just do what ever is easier for you
1651,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
1652,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
1653,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
1654,ham,But i'm surprised she still can guess right lor...
1655,ham,Oh ho. Is this the first time u use these type of words
1656,ham,I know you are serving. I mean what are you doing now.
1657,ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
1658,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
1659,ham,I'm freezing and craving ice. Fml
1660,ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
1661,ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
1662,ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
1663,ham,Huh so fast... Dat means u havent finished painting?
1664,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
1665,ham,Send me yetty's number pls.
1666,ham,Ok... The theory test? when are Ã¼ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
1667,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
1668,ham,Then u go back urself lor...
1669,ham,"K, if u bored up just come to my home.."
1670,ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
1671,ham,You will go to walmart. I.ll stay.
1672,ham,Oh great. I.ll disturb him more so that we can talk.
1673,ham,U're welcome... Caught u using broken english again...
1674,ham,"Sorry, I'll call later"
1675,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
1676,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
1677,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
1678,ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
1679,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
1680,ham,Please attend the phone:)
1681,ham,No messages on her phone. I'm holding it now
1682,ham,"Yo my trip got postponed, you still stocked up?"
1683,ham,I am waiting for your call sir.
1684,ham,"Hey elaine, is today's meeting still on?"
1685,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
1686,ham,And now electricity just went out fml.
1687,ham,Also andros ice etc etc
1688,ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea"
1689,ham,Hows that watch resizing
1690,ham,Just finished. Missing you plenty
1691,ham,"Well, I meant as opposed to my drunken night of before"
1692,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
1693,ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
1694,ham,Same as kallis dismissial in 2nd test:-).
1695,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
1696,ham,What r u cooking me for dinner?
1697,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
1698,spam,URGENT! Your Mobile number has been awarded with a Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
1699,ham,It only does simple arithmetic not percentages.
1700,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589"
1701,ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
1702,ham,Then Ã¼ ask dad to pick Ã¼ up lar... Ãœ wan 2 stay until 6 meh...
1703,ham,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R."""
1704,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
1705,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
1706,ham,No she didnt. I will search online and let you know.
1707,ham,No pic. Please re-send.
1708,ham,Uhhhhrmm isnt having tb test bad when youre sick
1709,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
1710,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066368470"
1711,spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
1712,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsÂ£1/minMobsmore LKPOBOX177HP51FL
1713,ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
1714,ham,"""Hi darlin did youPhone me? Im atHome if youwanna chat."""
1715,ham,You've always been the brainy one.
1716,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
1717,ham,Sending you greetings of joy and happiness. Do have a gr8 evening
1718,ham,If india win or level series means this is record:)
1719,ham,Its good to hear from you
1720,ham,What time you thinkin of goin?
1721,spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
1722,ham,Yes but I don't care cause I know its there!
1723,ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
1724,ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
1725,ham,Ya just telling abt tht incident..
1726,ham,Ugh just got outta class
1727,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
1728,ham,Ok. I.ll do you right later.
1729,ham,Have your lunch and come quickly and open the door:)
1730,ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
1731,spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
1732,ham,My phone
1733,ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
1734,ham,yay! finally lol. i missed our cinema trip last week :-(
1735,ham,aathi..where are you dear..
1736,ham,"I think Iâ€˜m waiting for the same bus! Inform me when you get there, if you ever get there."
1737,ham,", how's things? Just a quick question."
1738,ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
1739,ham,I can ask around but there's not a lot in terms of mids up here
1740,ham,What was she looking for?
1741,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
1742,ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
1743,ham,"Yeah, probably earlier than that"
1744,ham,Still i have not checked it da. . .
1745,ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
1746,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
1747,spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
1748,ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
1749,ham,You said to me before i went back to bed that you can't sleep for anything.
1750,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
1751,ham,I will come to ur home now
1752,ham,Will you be here for food
1753,ham,Nite...
1754,ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
